province	2017	2018
Anhui	1	1
Beijing	105	40
Chongqing	4	8
Fujian	7	5
Gansu	4	1
Guangdong	14	10
Guangxi	5	3
Guizhou	1	0
Hainan	0	1
Hebei	0	2
Heilongjiang	2	0
Henan	2	3
Hubei	4	2
Hunan	4	7
Inner Mongolia	1	3
Jiangsu	5	2
Jiangxi	1	0
Jilin	1	2
Liaoning	13	5
Ningxia	0	0
Qinghai	1	0
Shaanxi	4	1
Shandong	8	1
Shanghai	71	20
Shanxi	0	0
Sichuan	12	11
Tianjin	8	3
Tibet	1	0
Xinjiang	0	0
Xinjiang Bingtuan	0	0
Yunnan	22	3
Zhejiang	2	2
