 checked,uploaded,# of Activities,Activity Name (English),Activity Name (Chinese),Organization Name (English),Organization Name (Chinese),Organization Origin,Chinese Partner Unit (CPU) (English),CPU (Chinese),Field of Work,Provinces,Activity Location (English),Activity Location (Chinese),Start Date,End Date,Dates of Activity,Website EN,Website CH,CPU Type,CPU Professional Supervisory Unit (English),CPU Professional Supervisory Unit (Chinese),Direct Registration?,Multiple NGOs or CPUs?,Month,Aging,Agriculture,Animal Protection,Arts and Culture,Civil Society Capacity Building,Disabilities,Disaster Relief,Economic Development,Education,Energy,Environment,Ethnic Affairs,Gender Issues,Health,Human Rights,Infrastructure,International Relations/Exchange,Labor,Law and Governance,LGBTQ Issues,Media,Migrants,Poverty Alleviation,Religion,Rural Issues/Development,Science and Technology,Sport,Tourism,Trade,Urban Issues/Development,Youth,Field Unknown,Length in days,Length in months,All of China,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Xinjiang Bingtuan,Yunnan,Zhejiang,Location Unknown,Sum sectors,Sum provinces,,Int'l locations,civil affairs,Education,science and tech,health and fam planning,intellectual property,environment,poverty alleviation,youth league,agriculture,commerce,religion,"culture, arts",disabilities,women,forestry,Taiwan,others,unknown,num of entry per row,CPU's PSU sector (spelled out),CPU province,CPU PSU highest-level body,CPU PSU hierarchy level ,Prefecture(s),County / Counties
x,x,5,Creating Dreams Education Assistance Program,缔造梦想助学计划,Virtus Foundation,明德慈善教育基金有限公司,Hong Kong,Gansu Xinghua Youth Education Assistance Foundation,甘肃兴华青少年助学基金会,"Education, Poverty Alleviation",Gansu,Gansu Province,甘肃省,2017-07-20,2017-12-31,2017.07.20-2017.12.31,N/A,http://www.virtusfoundation.org/tchi/index.php,Non-profit or Foundation,Gansu Province Communist Youth League Committee,中国共产主义青年团甘肃省委员会,,,7,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,164,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,Inner Mongolia,,,,
x,x,3,Project to Aid Needy Disabled Children,爱心无国界基金会救助孤残贫困儿童项目,Love Without Boundaries,爱心无国界基金会,United States,Anhui Golden Childhood Children’s Hospital,安徽金色童年儿童医院,"Disabilities, Health, Youth",Anhui,Anhui Province (Hefei City),合肥市,2017-07-20,2018-07-20,2017.07.20-2018.07.19,https://www.lovewithoutboundaries.com/,N/A,Hospital or Medical Center,Not Applicable,Not Applicable,,,7,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,365,12,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,3,Project to Aid Needy Disabled Children,爱心无国界基金会救助孤残贫困儿童项目,Love Without Boundaries,爱心无国界基金会,United States,Anhui Province Children’s Hospital,安徽省儿童医院,"Disabilities, Health, Youth",Anhui,Anhui Province (Hefei City),合肥市,2017-07-20,2018-07-19,2017.07.20-2018.07.19,https://www.lovewithoutboundaries.com/,N/A,Hospital or Medical Center,Not Applicable,Not Applicable,,,7,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,364,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,Anhui,,,,
x,x,5,"Gansu Province, Jingchuan County Caring for Children Project",爱承传甘肃泾川孩子关爱计划,Love Legacy Foundation Limited,爱承传基金协会有限公司,Hong Kong,Jingchuan Yaodianzhen Central Elementary School,泾川县窑店镇中心小学,Youth,Gansu,Gansu Province (Jingchuan County),甘肃省泾川县,2017-07-20,2018-07-20,2017.07.20-2018.07.20,N/A,http://www.wearelovelegacy.org/,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,365,12,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,"Gansu Province, Jingchuan County",,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,5,International Nature Day 2017 World Championships,环球自然日2017全球总决赛,Behring Global Educational Foundation,环球健康与教育基金会,United States,Chongqing Museum of Natural History,重庆自然博物馆,Environment,Chongqing,Chongqing City,重庆,2017-07-20,2017-07-25,2017.07.20-2017.07.25,http://www.bgefoundation.org/,N/A,Party or Government Entity,Not Applicable,Not Applicable,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,5,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,5,Beichuan Image Assistance Project,北川影像助力计划,Caring for Children Foundation,香港福幼基金会有限公司,Hong Kong,Beichuan Qiang Autonomous County Qianghun Social Work Service Center,北川羌族自治县羌魂社会工作服务中心,Youth,Sichuan,"Sichuan Province (Mianyang City, Beichuan Qiang Autonomous County)",四川省绵阳市北川羌族自治县,2017-07-20,2018-05-20,2017.07.20-2018.05.20,http://www.cfcf.org.hk/new/,http://www.cfcf.org.hk/new/,Non-profit or Foundation,Beichuan Qiang Autonomous County Bureau of Civil Affairs,北川羌族自治县民政局,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,304,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,4,Public Intellectuals Program,公众知识分子项目,National Committee on United States-China Relations,美中关系全国委员会,United States,China Foreign Affairs University,外交学院,"Education, International Relations/Exchange","Beijing, Guizhou",Beijing City / Guizhou Province,北京，贵州,2017-07-21,2017-08-02,2017.07.21-2017.08.02,https://www.ncuscr.org/,https://www.ncuscr.org/cn/who-we-are,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,7,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,12,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,152,Selection of the Best Impoverished Students/Interviews/Home Visits,选拔优困生/面谈/家访,Grace Charity Foundation Limited,慈恩基金会有限公司,Hong Kong,"Guizhou Province, Zunyi City Small Group Office for Helping Develop Border Areas",贵州省遵义市智力支边协调领导小组办公室,"Education, Poverty Alleviation, Youth",Guizhou,Guizhou Province (Zunyi City),贵州省遵义市,2017-07-22,2017-07-31,2017.07.22-2017.07.31,http://www.gracecharity.org/index.php?option=com_content&view=article&id=108&Itemid=240,http://www.gracecharity.org/,Party or Government Entity,Not Applicable,Not Applicable,,,7,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,9,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,152,Financial Assistance for Needy Students,贫困学生资助,Grace Charity Foundation Limited,慈恩基金会有限公司,Hong Kong,Bijie City Small Group Office for Helping Develop Border Areas,毕节市智力支边办,"Education, Poverty Alleviation, Youth",Guizhou,Guizhou Province (Bijie City),贵州省毕节市境内,2017-07-23,2017-07-26,2017.07.23-2017.07.26,http://www.gracecharity.org/index.php?option=com_content&view=article&id=108&Itemid=236,http://www.gracecharity.org/,Party or Government Entity,Not Applicable,Not Applicable,,,7,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,3,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,23,2017 Hua County Youth Summer Camp,2017年滑县青少年夏令营,HIS Foundation,香港天邻基金会,Australia,Huaxian Charity Federation,滑县慈善总会,Youth,Henan,Henan Province (Linzhou City ),河南省林州市,2017-07-23,2017-07-29,2017.07.23-2017.07.29,http://www.hisfoundation.org.hk/eng-index.html,http://www.hisfoundation.org.hk/,Non-profit or Foundation,Unknown,Unknown,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,152,Zunyi Area Construction Assistance Program Inspection,遵义地区援建项目考察和验收,Grace Charity Foundation Limited,慈恩基金会有限公司,Hong Kong,"Guizhou Province, Zunyi City Small Group Office for Helping Develop Border Areas",贵州省遵义市智力支边协调领导小组办公室,Infrastructure,Guizhou,"Guizhou Province (Zunyi City, Tongzi County)",遵义市桐梓县,2017-07-24,2018-02-28,2017.07.24-2018.02.28,http://www.gracecharity.org/index.php?option=com_content&view=article&id=108&Itemid=242,http://www.gracecharity.org/,Party or Government Entity,Not Applicable,Not Applicable,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,219,7,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,"Guizhou Province, Zunyi City, Tongzi County",,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,152,Zunyi Area Construction Assistance Program Inspection,遵义地区援建项目考察和验收,Grace Charity Foundation Limited,慈恩基金会有限公司,Hong Kong,"Guizhou Province, Zunyi City Small Group Office for Helping Develop Border Areas",贵州省遵义市智力支边协调领导小组办公室,Infrastructure,Guizhou,"Guizhou Province (Zunyi City, Tongzi County)",遵义市桐梓县,2017-07-24,2018-05-31,2017.07.24-2018.05.31,http://www.gracecharity.org/index.php?option=com_content&view=article&id=108&Itemid=243,http://www.gracecharity.org/,Party or Government Entity,Not Applicable,Not Applicable,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,311,10,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,"Guizhou Province, Zunyi City, Tongzi County",,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,152,Zunyi Area Construction Assistance Program Inspection,遵义地区援建项目考察和验收,Grace Charity Foundation Limited,慈恩基金会有限公司,Hong Kong,"Guizhou Province, Zunyi City Small Group Office for Helping Develop Border Areas",贵州省遵义市智力支边协调领导小组办公室,Infrastructure,Guizhou,"Guizhou Province (Zunyi City, Fenggang and Daozhen Counties)",遵义市凤冈县、道真县,2017-07-25,2017-12-31,2017.07.25-2017.12.31,http://www.gracecharity.org/index.php?option=com_content&view=article&id=108&Itemid=241,http://www.gracecharity.org/,Party or Government Entity,Not Applicable,Not Applicable,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,159,5,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,"Guizhou Province, Zunyi City; Fenggang and Daozhen Counties",,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,3,"100,000 RMB Donation to Education Fund",捐赠教育基金人民币十万元,PESI,美国国际科技教育服务机构,United States,Renmin University of China Education Foundation,中国人民大学教育基金会,Education,Beijing,Beijing City ,北京,2017-07-25,2018-03-20,2017.07.25-2018.03.20,https://www.pesi.com/,N/A,Non-profit or Foundation,Beijing Commission of Education,北京市教育委员会,,,7,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,238,7,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Beijing City,,,,,,,,,,,,,,,,,,,,,,Beijing,National Health and Family Planning Commission,City,,
x,x,50,"Yushu Prefecture, Chenduo County, Zhenqin Town Eleven Village Six Communities Livelihood Development Comprehensive Program",玉树州称多县珍秦镇十一村六社生计发展综合项目,Oxfam,乐施会,Hong Kong,Chenduo County Bureau of Poverty Alleviation and Development,称多县扶贫开发局,Disaster Relief,Qinghai,Qinghai Province (Yushu Prefecture rural herder communities),青海省玉树州农牧社区,2017-07-26,2018-04-30,2017.07.26-2018.04.30,http://www.oxfam.org.hk/en/China.aspx,http://www.oxfam.org.cn/,Party or Government Entity,Not Applicable,Not Applicable,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,278,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,Qinghai,,,,
x,x,6,Chongqing University Fengshan Village Project,重庆大学凤山村无止桥项目,Bridge to China Charitable Foundation,无止桥慈善基金有限公司,Hong Kong,College of Architecture & Urban Planning of Chongqing University,重庆大学建筑城规学院,Infrastructure,Chongqing,"Chongqing City (Qianjiang District, Baishi Town, Fengshan Village)",重庆黔江区白石乡凤山村,2017-07-26,2018-07-26,2017.07.26-2018.07.26,http://www.bridgetochina.org.hk/,http://www.bridgetochina.org.hk/zh/,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,365,12,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,152,Selection of the Best Impoverished Students/Meetings/Home Visits,选拔优秀贫困生/面谈/家访,Grace Charity Foundation Limited,香港慈恩基金会有限公司,Hong Kong,Liupanshui City Chinese People’s Political Consultative Conference Small Group Office for Helping Develop Border Areas,贵州省六盘水市政协智力支边办,Education,Guizhou,Guizhou Province (Liupanshui City),贵州省六盘水市,2017-07-26,2017-07-31,2017.07.26-2017.07.31,http://www.gracecharity.org/index.php?option=com_content&view=article&id=108&Itemid=242,http://www.gracecharity.org/,Party or Government Entity,Not Applicable,Not Applicable,,,7,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,50,"Hunan Province, Chenxi County Flooding Emergency Relief Program",湖南省辰溪县洪灾紧急救援,Oxfam,乐施会,Hong Kong,Changsha Good Actions Social Work Service Center,长沙善行社会工作服务中心,Disaster Relief,Hunan,Hunan Province (Chenxi County),湖南省辰溪县,2017-07-27,2017-08-24,2017.07.27-2017.08.24,http://www.oxfam.org.hk/en/China.aspx,http://www.oxfam.org.cn/,Unknown,Unknown,Unknown,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,"Hunan Province, Chenxi County",,,1,,,,,,,,,,,,,,,,1,2,education,Hunan,Ministry of Education,City,,
x,x,2,German Savings Bank Experts’ Zhejiang Rural Credit Diagnostic Visit,德国储蓄银行专家对浙江农信的诊断性拜访,Sparkassenstiftung für internationale Kooperation,德国储蓄银行国际合作基金会,Germany,Zhejiang Rural Credit Institute,浙江农信学院,Economic Development,Zhejiang,Zhejiang Province,浙江省,2017-07-27,2017-12-31,2017.07.27-2017.12.31,http://www.sparkassenstiftung.de/en/home.html,N/A,Unknown,Unknown,Unknown,,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,157,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,50,Eliminating Violence Towards Girls Community Cooperation Training Program,消除针对女童暴力社区协作者培养项目,Oxfam,乐施会,Hong Kong,Umbrella Children-Care Volunteers Team,安徽太阳伞儿童慈善救助中心,"Gender Issues, Youth",Anhui,Anhui Province (Hefei City),安徽省合肥市,2017-07-28,2017-09-30,2017.07.28-2017.09.30,http://www.oxfam.org.hk/en/China.aspx,http://www.oxfam.org.cn/,Non-profit or Foundation,Anhui Department of Civil Affairs,安徽省民政厅,1,,7,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,64,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,1,,,,,,,,,,,,,,,,,,1,civ_affairs,Sichuan,Ministry of Civil Affairs,County,绵阳市,北川羌族自治县
x,x,3,"“Eating Vegetarian, My New ‘Being Picky-ism’” Advocating Sustainable Lifestyles Public Welfare Program",“蔬食，我的新挑食主义”倡导可持续生活方式公益活动,WildAid,野生救援,United States,China Green Carbon Foundation,中国绿色碳汇基金会,Environment,Beijing,"Beijing City (Sanlitun Area, Taikoo Li North Area, Red Building)",北京三里屯太古里北区红馆,2017-07-28,2017-08-27,2017.07.28-2017.08.27,http://www.wildaid.org/,http://www.wildaidchina.org/,Non-profit or Foundation,State Forestry Administration,国家林业局,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,30,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,"Beijing City, Sanlitun Area, Taikoo Li North Area, Red Building",,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,50,"Shaanxi Province, Yulin City, Zizhou County 7.26 Flooding Disaster Emergency Relief Project",陕西省榆林市子洲县7.26暴雨洪水灾害紧急救援项目,Oxfam,乐施会,Hong Kong,Shaanxi Volunteer Mothers Association for Environmental Protection,陕西省妈妈环保志愿者协会,Disaster Relief,Shaanxi,"Shaanxi Province (Yulin City, Zizhou County, Shuanghuyu Town, Zhangjiazhai and Gaojiaqu Villages)",陕西省榆林市子洲县双湖峪镇张家寨村、高家渠村,2017-08-01,2017-09-30,2017.08.01-2017.09.30,http://www.oxfam.org.hk/en/China.aspx,http://www.oxfam.org.cn/,Non-profit or Foundation,Shaanxi Province Women's Federation,陕西省妇女联合会,,,8,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,Shaanxi,Ministry of Civil Affairs,County,,
x,x,1,"Public Welfare Activities to Help Students, the Elderly, and the Disabled",助教助老助残公益行,Global Chinese General Chamber of Commerce,全球华人联合总商会,Hong Kong,Guandong Federation of Private Entrepreneurs,广东省民营企业家联合会,"Aging, Disabilities, Education, Youth",Guangdong,Guangdong Province,广东省范围,2017-08-01,2018-07-31,2017.08.01-2018.07.31,N/A,N/A,Non-profit or Foundation,Unknown,Unknown,0,,8,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,364,11,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,2,“Glorious Students” Program,“光荣学生”项目,American Chinese Culture & Education Foundation,全美华人文化教育基金会,United States,Yunnan Health and Development Research Association,云南省健康与发展研究会,"Education, Poverty Alleviation",Yunnan,"Yunnan Province (Pu'er City, Menglian County; Kunming City)",云南省孟连、普洱、昆明等地区,2017-08-01,2018-08-01,2017.08.01-2018.08.01,http://www.accef.net/,N/A,Non-profit or Foundation,Yunnan Province Association of Science and Technology,云南省科学技术协会,,,8,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,365,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,"Yunnan Province; Menglian County, Pu'er City, and Kunming City",,,,,,,,,,,,,,,,,,,,0,FALSE,Yunnan,Unknown,Unknown,,
x,x,1,"Research on Chinese Industrial Clusters, Special Economic Zones, and Industrial Policy",中国产业集群、经济特区、产业政策研究,The Finance Center for South-South Cooperation,南南合作金融中心有限公司,Hong Kong,Peking University Center for New Structural Economics,北京大学新结构经济学研究中心,Economic Development,Beijing,Beijing City,北京,2017-08-01,2018-08-01,2017.08.01-2018.08.01,http://fc-ssc.org/en,http://fc-ssc.org/tc,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,365,12,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,Chongqing,,,,
x,x,1,Blue Vanguard Project,蓝色先锋计划,The Paradise International Foundation,桃花源国际保护基金有限公司,Unknown,The Paradise (Shenzhen),深圳市桃花源生态保护基金会,Environment,Guangdong,Guangdong Province (Shenzhen City),深圳市,2017-08-01,2017-12-31,2017.08.01-2017.12.31,N/A,http://www.pfi.org.cn/,Non-profit or Foundation,Unknown,Unknown,0,,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,152,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,1,,,1,2,forest,Guangdong,State Forestry Administration ,Province,,
x,x,3,Nanxun Middle School 2017-2018 School Year “Zhangnaixin” Scholarship Program,南浔中学2017-2018学年张乃新奖学金项目,Give2Asia,赠与亚洲,United States,"Huzhou City, Nanxun Middle School",湖州市南浔中学,"Education, Youth",Zhejiang,Zhejiang Province (Huzhou City),浙江省湖州市,2017-08-01,2018-07-30,2017.08.01-2018.07.30,http://www.give2asia.org/,N/A,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,363,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,1,Building Standardized Household Comprehensive Service Centers in Guangzhou City ,广州市家庭综合服务中心标准化建设,Hong Kong Community Development Association,香港社区发展促进会,Hong Kong,Guangzhou Province Department of Civil Affairs,广州市民政局,Civil Society Capacity-Building,Guangdong,Guangdong Province (Guangzhou City),广州市,2017-08-01,2018-08-01,2017.08.01-2018.08.01,N/A,N/A,Party or Government Entity,Not Applicable,Not Applicable,,,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,12,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,50,"Shaanxi Province, Chijiamao Village Cooperative Capacity-Building and E-Commerce Poverty Alleviation Program",陕西省持家峁村合作社建设及电商扶贫项目,Oxfam,乐施会,Hong Kong,"Yulin City, Yuyang District Shuangfu Social Work Service Center",榆林市榆阳区双福社工服务中心,"Civil Society Capacity-Building, Economic Development, Labor, Poverty Alleviation, Science and Technology",Shaanxi,"Shaanxi Province (Yulin City, Yuyang District, Yuhe Town, Chijiamao Village)",陕西省榆林市榆阳区鱼河镇持家峁村,2017-08-02,2017-11-30,2017.08.02-2017.11.30,http://www.oxfam.org.hk/en/China.aspx,http://www.oxfam.org.cn/,Non-profit or Foundation,Civil Affairs (level unknown),民政局,1,,8,,,,,1,,,1,,,,,,,,,,1,,,,,1,,,1,,,,,,,120,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,2,Hunan Province Disabled Welfare Foundation and Comprehensive Service Foundation Wheelchair Activity,河南省残疾人福利基金会与全面综合服务基金会轮椅活动,Comprehensive Service Foundation,全面综合服务基金会,Unknown,Hunan Province Disabled Welfare Foundation,河南省残疾人福利基金会,Disabilities,Henan,Henan Province (Luoyang City),河南省内,2017-08-02,2017-08-08,2017.08.02-2017.08.08,N/A,N/A,Non-profit or Foundation,Henan Province Disabled Persons Federation,省残疾人联合会,,,8,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,12,"Gansu Province, Dongxiang County, Dashu School District Foundation Construction Project 2017",甘肃东乡县大树学区基础建设项目2017,Changing Young Lives Foundation,成长希望基金会,Hong Kong,Gansu Xingbang Social Work Serving Center,甘肃兴邦社会工作服务中心,"Education, Infrastructure",Gansu,"Gansu Province (Dongxiang County, Dashu School District)",甘肃省东乡县大树学区,2017-08-02,2018-01-31,2017.08.02-2018.01.31,https://www.changingyounglives.org.hk/,https://cn.changingyounglives.org.hk/,Non-profit or Foundation,Gansu Province Department of Civil Affairs (Human Resources Bureau),直接登记（业务指导单位为甘肃省民政厅人事处）,1,,8,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,182,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,"Gansu Province, Dongxiang County, Dashu School District",,,1,,,,,,,,,,,,,,,,,1,education,Zhejiang,Ministry of Education,Nation,,
x,x,24,Twinklestars's Kickoff of 2017 Student Financial Aid,摘星计划2017年助学启动,Twinklestars,摘星计划,Hong Kong,"Guangxi Zhuang Autonomous Region, Teng County Middle School",广西壮族自治区藤县中学,"Education, Poverty Alleviation, Youth",Guangxi,Guangxi Zhuang Autonomous Region,广西壮族自治区,2017-08-03,2018-08-02,2017.08.03-2018.08.02,http://twinklestars.org/en/vision.html,http://twinklestars.org/,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,8,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,364,11,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,4,Contribution to the Zhejiang University Education Foundation,王宽诚教育基金会向浙江大学教育基金会捐赠,K. C. Wong Education Foundation,王宽诚教育基金会,Hong Kong,Zhejiang University Education Foundation,浙江大学教育基金会,Education,Zhejiang,Zhejiang Province,浙江,2017-08-03,2018-08-02,2017.08.03-2018.08.02,N/A,N/A,Non-profit or Foundation,Ministry of Education,教育部,,,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,364,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,Yunnan,,,,
