 checked,uploaded,# of Activities,Activity Name (English),Activity Name (Chinese),Organization Name (English),Organization Name (Chinese),Organization Origin,Chinese Partner Unit (CPU) (English),CPU (Chinese),Field of Work,Provinces,Activity Location (English),Activity Location (Chinese),Start Date,End Date,Dates of Activity,Website EN,Website CH,CPU Type,CPU Professional Supervisory Unit (English),CPU Professional Supervisory Unit (Chinese),Direct Registration?,Multiple NGOs or CPUs?,Month,Aging,Agriculture,Animal Protection,Arts and Culture,Civil Society Capacity Building,Disabilities,Disaster Relief,Economic Development,Education,Energy,Environment,Ethnic Affairs,Gender Issues,Health,Human Rights,Infrastructure,International Relations/Exchange,Labor,Law and Governance,LGBTQ Issues,Media,Migrants,Poverty Alleviation,Religion,Rural Issues/Development,Science and Technology,Sport,Tourism,Trade,Urban Issues/Development,Youth,Field Unknown,Length in days,Length in months,All of China,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Xinjiang Bingtuan,Yunnan,Zhejiang,Location Unknown,Sum sectors,Sum provinces,,Int'l locations,civil affairs,Education,science and tech,health and fam planning,intellectual property,environment,poverty alleviation,youth league,agriculture,commerce,religion,"culture, arts",disabilities,women,forestry,Taiwan,others,unknown,num of entry per row,CPU's PSU sector (spelled out),CPU province,CPU PSU highest-level body,CPU PSU hierarchy level ,Prefecture(s),County / Counties
x,x,1,Sixth Anti-Poverty and Early Childhood Development International Forum,第六届反贫困与儿童早期发展国际研讨会,Asia-Pacific Regional Network for Early Childhood,亚太儿童早期发展网络组织,Singapore,China Development Research Foundation,中国发展研究基金会,"Poverty Alleviation, Youth",Beijing,Beijing City,北京市,2018-11-05,2018-11-06,2018.11.05-2018.11.06,http://www.arnec.net/,N/A,Non-profit or Foundation,State Council Development Research Center,国务院发展研究中心,,,23,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,Beijing City,,,,,,,,,,,,,,,,,,,,0,FALSE,Beijing,Unknown,Unknown,,
x,x,11,"Construction Assistance for Lanping County, Tu’e Village, Lamashuwan Elementary School Maiju Building",信望爱基金援建兰坪县兔峨乡拉马署完小麦驹教学楼,Faith Hope Love Charitable Foundation Limited,信望爱慈善基金有限公司,Hong Kong,Lanping Bai and Pumi Autonomous County People’s Government,兰坪白族普米族自治县人民政府,"Education, Infrastructure, Youth",Yunnan,Yunnan Province,云南省,2018-11-05,2018-12-31,2018.11.05-2018.12.31,N/A,http://faithhopelovecharitablefoundation.org/index.html,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,56,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3,1,Yunnan Province,,,,,,,,,,,,,,,,,,,,,,Yunnan,,,,
x,x,11,"Construction Assistance for Lanping County, Shideng Village, Guchuan Elementary School Yumiao Building",信望爱基金援建兰坪县石登乡谷川小学育苗教学楼,Faith Hope Love Charitable Foundation Limited,信望爱慈善基金有限公司,Hong Kong,Lanping Bai and Pumi Autonomous County People’s Government,兰坪白族普米族自治县人民政府,"Education, Infrastructure, Youth",Yunnan,Yunnan Province,云南省,2018-11-05,2018-12-31,2018.11.05-2018.12.31,N/A,http://faithhopelovecharitablefoundation.org/index.html,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,56,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3,1,Yunnan Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,2,2018 Jiangsu-Taiwan Modern Agriculture and Biological Science and Technology Forum,2018年苏台现代农业与生物科技论坛,Taiwan Biological Resources and Agricultural Trade Exchange Association,台湾生物资源暨农业经贸交流协会,Taiwan,Jiangsu Rural Professional Technique Association,江苏省农村专业技术协会,"Agriculture, International Relations/Exchange, Science and Technology, Trade",Jiangsu,Jiangsu Province,江苏省,2018-11-05,2018-11-10,2018.11.05-2018.11.10,N/A,N/A,Non-profit or Foundation,Jiangsu Association for Science and Technology,江苏省科学技术协会,,,23,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,Jiangsu Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,152,"Lanping County, Tu’e Village, Wayaochang Elementary School Tiantianmei Building",慈恩基金会援建兰坪县兔峨乡瓦窑场小学天天美教学楼,Grace Charity Foundation Limited,慈恩基金会有限公司,Hong Kong,Lanping Bai and Pumi Autonomous County People’s Government,兰坪白族普米族自治县人民政府,"Education, Infrastructure",Yunnan,Yunnan Province,云南省,2018-11-05,2018-12-31,2018.11.05-2018.12.31,http://www.gracecharity.org/index.php?option=com_content&view=article&id=108&Itemid=259,http://www.gracecharity.org/,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,56,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,Yunnan Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,152,"Lanping County, Shideng Village, Jiachi Elementary School Antuoshan Building",慈恩基金会援建兰坪县石登乡甲池小学安托山教学楼,Grace Charity Foundation Limited,慈恩基金会有限公司,Hong Kong,Lanping Bai and Pumi Autonomous County People’s Government,兰坪白族普米族自治县人民政府,"Education, Infrastructure",Yunnan,Yunnan Province,云南省,2018-11-05,2018-12-31,2018.11.05-2018.12.31,http://www.gracecharity.org/index.php?option=com_content&view=article&id=108&Itemid=258,http://www.gracecharity.org/,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,56,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,Yunnan Province,,,,,,,,,,,,,,,,,,,,,,Yunnan,,,,
x,x,152,"Yunnan Province, Yunlong County 2018 Financial Aid Funds Compassion Activity",慈恩基金会－云南云龙2018助学爱心行动,Grace Charity Foundation Limited,慈恩基金会有限公司,Hong Kong,Yunlong County Bureau of United Front Work (Overseas Chinese Affairs Office),云龙县委统战部（县侨办）,"Education, Poverty Alleviation",Yunnan,Yunnan Province,云南省,2018-11-05,2019-11-04,2018.11.05-2019.11.04,http://www.gracecharity.org/index.php?option=com_content&view=article&id=108&Itemid=266,http://www.gracecharity.org/,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,364,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,Yunnan Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,2,Qinghai Nanzhou Childhood Welfare Agency Warm Tents Program,青海黄南州儿童福利院温棚项目,Salvation Army,救世军,Hong Kong,Qinghai Province Social Work Association,青海省社会工作协会,Youth,Qinghai,Qinghai Province,青海省,2018-11-05,2019-01-20,2018.11.05-2019.01.20,http://www.salvationarmy.org.hk/en,http://www.salvationarmy.org.hk/cn,Non-profit or Foundation,Qinghai Province Department of Civil Affairs,省民政厅,1,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,76,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,Qinghai Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,3,"Yunlong County, Changxin Village Fenghua Elementary School General Building Construction Donations",智行会－云龙县长新乡丰华小学综合楼捐建项目,Insight Education Society (H.K.) Limited,智行教育促进会（香港）有限公司,Hong Kong,Yunlong County Bureau of United Front Work (Overseas Chinese Affairs Office),云龙县委统战部（县侨办）,"Education, Infrastructure, Youth",Yunnan,Yunnan Province,云南省,2018-11-05,2019-11-04,2018.11.05-2019.11.04,N/A,N/A,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,364,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3,1,Yunnan Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,2,2018 Yunnan Special Skills Training Program for Anti-Domestic Violence Workers,2018云南反家暴工作者专业技能培训计划,The Garden of Hope Foundation,财团法人励馨社会福利事业基金会,Taiwan,"Kunming City, Wuhua District, Mingxin Social Work Service Center",昆明市五华区明心社会工作服务中心,Gender Issues,Yunnan,Yunnan Province,云南省,2018-11-05,2018-11-09,2018.11.05-2018.11.09,https://www.goh.org.tw/en/,https://www.goh.org.tw/tc/index.asp,Non-profit or Foundation,"Kunming City, Wuhua District Bureau of Civil Affairs",昆明市五华区民政局,1,,23,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,Yunnan Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,11,Third Nanjing Forum (Beijing Forum 2018),第三届南京论坛 （南京论坛2018）,Korea Foundation for Advanced Studies,韩国高等教育财团,South Korea,Nanjing University Education Foundation,南京大学教育发展基金会,Education,Jiangsu,Jiangsu Province,江苏省,2018-11-05,2018-12-31,2018.11.05-2018.12.31,http://www.kfas.or.kr/?pCulture=en,N/A,Non-profit or Foundation,Jiangsu Department of Education,江苏省教育厅,,,23,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,56,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Jiangsu Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,36,Kwang Hua Scholarship,光华奖学金,Kwang Hua Educational Foundation Limited,光华教育基金会有限公司,Hong Kong,Sichuan University Education Foundation,四川大学教育基金会,Education,Sichuan,Sichuan Province,四川省,2018-11-07,2019-11-07,2018.11.07-2019.11.07,N/A,N/A,Non-profit or Foundation,Ministry of Education,教育部,,,23,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,365,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,Sichuan Province,,,,,,,,,,,,,,,,,,,,,,Sichuan,,,,
x,x,2,“One Step Ahead” Seminar Series,“领先一步”系列研讨会,Asia Society Hong Kong,亚洲协会香港中心,Hong Kong,China Development Research Foundation,中国发展研究基金会,"Education, Labor",Beijing,Beijing City,北京市,2018-11-08,2018-11-10,2018.11.08-2018.11.10,https://asiasociety.org/hong-kong,N/A,Non-profit or Foundation,State Council Development Research Center,国务院发展研究中心,,,23,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,Beijing City,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,1,Ceremony to Establish Singa China Association Links in Chongqing,拟在渝设立新加坡中国协会联络处启动仪式,Singa China Association,新加坡中国协会,Singapore,Chongqing Kaidelisi Commercial Information Consultants Limited,重庆凯德力斯商务信息咨询有限公司,"Economic Development, International Relations/Exchange, Trade",Chongqing,Chongqing City,重庆市,2018-11-08,2018-11-08,2018.11.08-2018.11.08,N/A,http://www.singa-china.org/,LLC,Not Applicable,Not Applicable,,,23,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,Chongqing City,,,,,,,,1,,,,,,,,,,,,1,poverty,Beijing,State Council Leading Group Office of Poverty Alleviation and Development,Nation,,
x,x,3,Subsidizing Upgrades to Pengjiang District Charity Supermarket,资助蓬江区慈善超市升级改造,Albert Wu Charitable Trust,伍威权慈善基金,Hong Kong,"Jiangmen City, Pengjiang District Charity Federation",江门市蓬江区慈善会,"Civil Society Capacity-Building, Infrastructure, Poverty Alleviation",Guangdong,Guangdong Province,广东省,2018-11-09,2019-11-09,2018.11.09-2019.11.09,N/A,N/A,Non-profit or Foundation,Unknown,已脱钩,,,23,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,365,12,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,Guangdong Province,,,,,,,,,,,,,,,,,,,,,,Guizhou,,,,
x,x,5,“Compassion Cooperation Project”,澳门新会司前同乡会“爱心合作计划”,Macau Xin Hui Si Qian Natives Association,澳门新会司前同乡会,Macau,"Jiangmen City, Xinhui District, Siqian Town Community Affairs Office",江门市新会区司前镇社会事务办,Unknown,Guangdong,Guangdong Province,广东省,2018-11-09,2018-12-31,2018.11.09-2018.12.31,N/A,N/A,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Guangdong Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,8,2018-2019 Senior Leadership Development Institute (Hainan),2018-2019年资深领导发展学院(海南),Lions Clubs International,国际狮子会,United States,China Council of Lions Clubs,中国狮子联会,Civil Society Capacity-Building,Hainan,Hainan Province,海南省,2018-11-10,2018-11-14,2018.11.10-2018.11.14,https://www.lionsclubs.org/en,https://www.lionsclubs.org/zh-hans,Non-profit or Foundation,China Disabled Persons’ Federation,中国残疾人联合会,,,23,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Hainan City,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,9,"Fall 2018 Yunnan Province, Tengchong City Home Visit Activity",培苗行动2018年秋季云南省腾冲市探访活动,China Care Fund Limited,培苗行动有限公司,Hong Kong,Tengchong City No. 1 Middle School,腾冲市第一中学,Education,Yunnan,Yunnan Province,云南省,2018-11-10,2018-11-11,2018.11.10-2018.11.11,http://www.chinacarefund.org/en/,http://www.chinacarefund.org/zh/,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,Yunnan Province,,,,,,,,,,,,,,,,,,,,0,FALSE,Yunnan,Unknown,Unknown,,
x,x,20,"Contribution of Funds for Guangdong Province, Taishan City Fung Toy Monthly Operating Expenses",香港余氏宗亲会捐赠广东省台山市风采月刊社办刊经费活,The Hong Kong Yue Clansman Association,香港余氏宗亲会,Hong Kong,"Guangdong Province, Taishan City Fung Toy Monthly",广东省台山市风采月刊社,Media,Guangdong,Guangdong Province,广东省,2018-11-10,2018-12-31,2018.11.10-2018.12.31,N/A,http://hkyues.com/?o=article&a=view&id=1611,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,51,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Guangdong Province,,,,,,,,,,,,,,,,,,,,,,Beijing,,,,
x,x,20,2018 Teacher and Student Award Activity,香港余氏宗亲会2018年奖教奖学颁奖活动,The Hong Kong Yue Clansman Association,香港余氏宗亲会,Hong Kong,Taishan City Wuxi Middle School,台山市武溪中学,"Education, Youth",Guangdong,Guangdong Province,广东省,2018-11-10,2018-11-11,2018.11.10-2018.11.11,N/A,http://hkyues.com/?o=article&a=view&id=1605,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,Guangdong Province,,,,,,,,,,,,,,,,,,,,,,Guangdong,,,,
x,x,20,2018 Donations for Construction of a Multi-Purpose Hall,香港余氏宗亲会2018年捐建多功能礼堂活动,The Hong Kong Yue Clansman Association,香港余氏宗亲会,Hong Kong,Taishan City Wuxi Middle School,台山市武溪中学,"Education, Infrastructure, Youth",Guangdong,Guangdong Province,广东省,2018-11-10,2018-11-30,2018.11.10-2018.11.30,N/A,http://hkyues.com/?o=article&a=view&id=1606,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,20,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,Guangdong Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,15,Donation of Expenditure Funds for Xinning Magazine,香港台山商会捐赠新宁杂志经费活动,Toi Shan Association of Hong Kong Charitable Foundation Limited,香港台山商会慈善机构有限公司,Hong Kong,Taishan City Xinning Magazine,台山市新宁杂志社,Media,Guangdong,Guangdong Province,广东省,2018-11-10,2018-11-11,2018.11.10-2018.11.11,N/A,N/A,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Guangdong Province,,,1,,,,,,,,,,,,,,,,,1,education,Guangdong,Ministry of Education,Nation,,
x,x,28,Huizhou Cihang Charitable Association Partners with U-Hearts to Visit Six Provinces to Carry out Student Financial Aid,惠州慈航联合香港「两地一心｣到国内六省开展助学活动,U-Hearts,两地一心,Hong Kong,Huizhou Cihang Charitable Association,惠州市慈航公益协会,"Education, Poverty Alleviation","Gansu, Guangxi, Guizhou, Jiangxi, Yunnan",Jiangxi Province / Guizhou Province / Yunnan Province / Guangxi Zhuang Autonomous Region / Gansu Province,"江西省,贵州省,云南省,广西壮族自治区,甘肃省",2018-11-11,2019-11-11,2018.11.11-2019.11.11,http://www.u-hearts.org/us/,http://www.u-hearts.org/cn/,Non-profit or Foundation,Unknown,Unknown,0,,23,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,365,12,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,5,"Jiangxi Province, Guizhou Province, Yunnan Province, Guangxi Zhuang Autonomous Region, Gansu Province",,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,3,2018 Annual Meeting,2018亚洲咖啡年会,Asian Coffee Association,亚洲咖啡协会,Sri Lanka,Dehong Dai and Jingpo Autonomous Prefecture Bureau of Science and Techonology and Association for Science and Technology,德宏傣族景颇族自治州科学技术局科学技术协会,Trade,Yunnan,Yunnan Province,云南省,2018-11-11,2018-11-12,2018.11.11-2018.11.12,N/A,N/A,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,Yunnan Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,13,Advanced Maternity Ward Life Support Program,高级产科生命支持项目,LDS Charities,当代仁爱会,United States,Deyuan Hope Educational Aid Center,德源希望教育救助中心,"Gender Issues, Health, Youth",Guangdong,Guangdong Province,广东省,2018-11-11,2018-12-31,2018.11.11-2018.12.31,https://www.latterdaysaintcharities.org/,N/A,Non-profit or Foundation,Ministry of Civil Affairs,民政部,1,,23,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,50,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,Guangdong Province,,,,,,,,,,,,,,,,,,,,,,Guangdong,,,,
x,x,1,2018 Donation of Goods,2018年澳门三水同乡会物资捐赠活动,Associação dos Conterrâneos de Sám Soi de Macau,澳门三水同乡会,Macau,"Foshan City, Sanshui District, Nanshan Town Cultural Station",佛山市三水区南山镇文化站,Unknown,Guangdong,Guangdong Province,广东省,2018-11-11,2018-11-11,2018.11.11-2018.11.11,N/A,https://www.facebook.com/macausamsoi/,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Guangdong Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,1,Ninth Conference of The World Society for Mushroom Biology and Mushroom Products,第九届世界食用菌生物学与产品大会,The World Society for Mushroom Biology and Mushroom Products,世界食用菌生物学与产品学会,Unknown,Shanghai Academy of Agricultural Sciences,上海市农业科学院,"International Relations/Exchange, Trade",Shanghai,Shanghai City,上海市,2018-11-12,2018-11-15,2018.11.12-2018.11.15,N/A,N/A,Think Tank or Research Institution,Not Applicable,Not Applicable,,,23,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2,1,Shanghai City,,,,,,,,,,,,,,,,,,,,,,Shanghai,,,,
x,x,36,2018 Kwang Hua Scholarship Awards,2018年光华奖学金颁奖,Kwang Hua Educational Foundation Limited,光华教育基金会有限公司,Hong Kong,Guizhou University of Engineering Science,贵州工程应用技术学院,Education,Guizhou,Guizhou Province,贵州省,2018-11-12,2018-12-21,2018.11.12-2018.12.21,N/A,N/A,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,39,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Guizhou Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,5,Student Financial Aid Activity,澳门新会司前同乡会助学活动,Macau Xin Hui Si Qian Natives Association,澳门新会司前同乡会,Macau,"Jiangmen City, Xinhui District, Siqian Town Community Affairs Office",江门市新会区司前镇社会事务办,"Education, Poverty Alleviation",Guangdong,Guangdong Province,广东省,2018-11-12,2018-12-31,2018.11.12-2018.12.31,N/A,N/A,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,49,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,Guangdong Province,,,,,,,,,,,,,,,,,,,,,,Hunan,,,,
x,x,5,Guanghai (World) Village Relatives First Meeting,广海（世界）乡亲首届恳亲大会,Overseas Guanghai Village Fraternal Association,海外广海乡亲联谊会,United States,"Taishan City, Guanghai Town People's Government",台山市广海镇人民政府,International Relations/Exchange,Guangdong,Guangdong Province,广东省,2018-11-13,2018-11-15,2018.11.13-2018.11.15,N/A,N/A,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Guangdong Province,,,,,,,,,,,,,1,,,,,,,1,culture,Heilongjiang,Ministry of Culture,Province,,
x,x,36,Mr. Yan Kuanhu Scholarship,严宽祜先生奖学金,Fuhui Charity Foundation,福慧慈善基金会,Hong Kong,Shifang Middle School,什邡中学,"Education, Youth",Sichuan,Sichuan Province,四川省,2018-11-14,2018-11-15,2018.11.14-2018.11.15,N/A,N/A,"School, College, University, or Training Institution",Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,Sichuan Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,8,Guangdong Hong Kong Youth Science and Technology Study Exchange,粤港青少年科技考察交流活动,The Hong Kong World Link Funds Limited,香港国际交流基金会有限公司,Hong Kong,"Guangdong Province, Zhaoqing City, Duanzhou District Bureau of Education",广东省肇庆市端州区教育局,"Education, International Relations/Exchange, Science and Technology, Youth",Guangdong,Guangdong Province,广东省,2018-11-14,2018-12-24,2018.11.14-2018.12.24,N/A,http://www.hkwlf.org/,Party or Government Entity,Not Applicable,Not Applicable,,,23,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,1,,40,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,Guangdong Province,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,1,Aid for the Disabled Charitable Activity,亚略巴古助残公益项目,Areopagos,亚略巴古,Norway,Nanjing YWCA,南京基督教女青年会,Disabilities,Jiangsu,Jiangsu Province,江苏省,2018-11-15,2018-12-31,2018.11.15-2018.12.31,N/A,N/A,Non-profit or Foundation,Nanjing Bureau of Ethnic and Religious Affairs,南京市民族宗教事务局,,,23,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Jiangsu Province,,,,,,,,,,,,,,,,,,,,,,Jiangsu,,,,
x,x,27,Sichuan University NITORI International Scholarship,四川大学NITORI国际奖学金,Nitori International Scholarship Foundation,公益财团法人 似鸟国际奖学金财团,Japan,Sichuan University Education Foundation,四川大学教育基金会,"Education, International Relations/Exchange",Sichuan,Sichuan Province,四川省,2018-11-15,2019-11-15,2018.11.15-2019.11.15,http://www.nitori-shougakuzaidan.com/,N/A,Non-profit or Foundation,Ministry of Education,教育部,,,23,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,365,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,Sichuan Province,,,1,,,,,,,,,,,,,,,,,1,education,Sichuan,Ministry of Education,Nation,,
